age,gender,annual_income,monthly_income,employment_status,employment_duration,existing_debt,monthly_expenses,savings,loan_amount,loan_purpose,loan_term,existing_loans,credit_history_length,previous_defaults,late_payments,payment_behaviour,credit_utilization,outstanding_credit_balance,target
67,female,59052.8,4921.07,employed,8.4,0.0,1819.74,4715.98,35049.33,home,48,5,45.0,0,1,consistent,0.284,0.0,1
56,male,60683.67,5056.97,retired,1.6,20144.64,2258.41,12387.47,19998.12,auto,24,1,36.8,2,2,consistent,0.513,17622.11,0
25,female,80369.85,6697.49,employed,1.4,9858.07,6110.64,3463.89,25638.21,business,60,0,5.8,0,0,minor_delays,0.482,2994.58,1
35,male,60056.01,5004.67,employed,7.5,11054.19,4600.08,2691.49,23290.79,education,48,1,14.7,0,1,consistent,0.683,9929.38,0
22,male,32354.62,2696.22,employed,4.8,0.0,2049.97,2329.71,37879.01,personal,60,3,3.8,0,2,poor,0.08,0.0,1
23,male,58323.53,4860.29,employed,5.4,0.0,3396.17,3505.22,21087.16,home,48,4,0.0,0,0,poor,0.484,0.0,1
32,male,63756.44,5313.04,contract,9.8,7264.49,4212.67,24581.61,24699.55,business,12,3,16.6,0,2,consistent,0.405,4678.54,0
48,female,64988.28,5415.69,contract,8.5,4932.09,4663.1,2960.82,16600.96,medical,36,2,25.0,1,1,poor,0.519,1728.46,1
24,female,66209.9,5517.49,unemployed,10.8,14414.03,3564.32,46.52,8481.73,home,60,2,4.7,0,1,irregular,0.133,10456.76,1
68,male,89023.6,7418.63,self_employed,0.0,20001.62,2745.72,10656.27,3710.07,auto,36,3,45.0,0,0,minor_delays,0.751,15875.94,1
42,female,33763.1,2813.59,employed,6.5,40235.35,2122.45,89.15,30936.16,business,24,1,26.9,1,0,consistent,0.359,29225.09,0
33,male,66568.21,5547.35,employed,8.3,12759.8,5054.88,8519.11,5908.05,debt_consolidation,48,3,10.6,1,2,consistent,0.45,10357.91,0
45,male,95538.17,7961.51,self_employed,0.0,26384.83,3957.59,8151.94,25204.51,business,36,1,27.5,0,0,consistent,0.134,6450.28,1
58,female,16900.1,1408.34,self_employed,2.9,3040.33,864.97,15671.2,21576.18,auto,12,1,37.5,0,1,irregular,0.089,2655.32,1
36,male,66670.81,5555.9,employed,2.1,0.0,3088.67,1037.83,27095.64,home,36,4,15.2,0,1,consistent,0.402,0.0,1
23,female,46780.16,3898.35,unemployed,5.6,8772.38,2232.06,3815.75,11338.17,personal,36,2,4.5,0,2,irregular,0.485,7262.61,1
23,male,52361.53,4363.46,unemployed,12.0,0.0,3321.46,23418.93,8301.97,debt_consolidation,48,7,3.8,0,0,minor_delays,0.127,0.0,1
61,female,38475.0,3206.25,contract,13.6,13176.08,1813.75,3432.49,21162.09,personal,36,4,42.9,0,0,irregular,0.22,10444.4,1
26,female,57591.68,4799.31,employed,2.2,3634.55,4254.19,1333.83,13784.24,business,36,4,6.1,0,0,consistent,0.697,2265.9,1
51,male,109872.65,9156.05,employed,7.6,0.0,7325.81,18229.19,3458.69,debt_consolidation,60,2,27.1,0,0,minor_delays,0.315,0.0,1
39,female,29124.81,2427.07,self_employed,7.7,33832.3,887.72,3164.39,38323.78,debt_consolidation,36,3,20.9,0,1,consistent,0.346,28815.21,0
58,male,31590.14,2632.51,employed,7.1,6549.26,2149.64,315.2,8294.51,education,48,3,37.2,0,2,minor_delays,0.62,2261.33,0
23,female,28149.7,2345.81,employed,7.1,0.0,1854.43,5402.26,6070.04,debt_consolidation,36,2,4.5,0,2,consistent,0.558,0.0,0
64,not_specified,106912.88,8909.41,self_employed,6.7,23778.06,5741.23,7961.32,14336.51,debt_consolidation,36,2,40.2,0,0,consistent,0.367,12088.34,1
54,male,49979.17,4164.93,employed,12.3,4256.63,2637.18,2118.84,30781.44,auto,36,3,38.1,1,1,minor_delays,0.308,1721.2,1
42,male,61333.38,5111.12,employed,9.9,26081.99,4223.06,4273.71,500.0,personal,48,3,19.7,0,0,consistent,0.552,14458.2,1
30,female,51527.64,4293.97,employed,1.3,4199.27,2542.58,7345.72,29868.72,home,72,0,7.0,0,1,minor_delays,0.44,2713.19,1
67,male,37445.01,3120.42,employed,8.7,6509.23,1375.77,7646.41,6973.79,auto,36,4,42.4,0,0,consistent,0.293,2134.47,1
35,male,55886.08,4657.17,employed,9.1,17137.98,2460.63,6207.23,19909.78,education,24,0,17.4,0,1,consistent,0.57,12438.88,1
44,male,125914.33,10492.86,student,6.8,20118.63,5258.66,473.78,9563.92,auto,36,3,18.8,0,0,consistent,0.234,9581.32,1
39,male,98193.84,8182.82,employed,10.0,22221.8,6040.59,1398.88,38911.09,debt_consolidation,36,3,15.1,0,1,consistent,0.465,15390.76,1
32,male,39823.62,3318.63,employed,6.3,11923.11,1499.88,12881.39,18370.82,auto,36,2,8.6,1,2,minor_delays,0.323,3696.19,0
40,male,78836.93,6569.74,employed,6.3,19343.4,4713.92,7162.35,9210.99,auto,60,2,19.5,0,0,consistent,0.144,4626.63,1
28,male,40380.41,3365.03,employed,6.0,21947.54,2071.52,6190.68,13688.0,debt_consolidation,60,2,3.1,0,0,irregular,0.674,6871.57,1
21,male,15814.44,1317.87,employed,0.0,15406.83,1092.0,16356.1,17986.01,debt_consolidation,36,0,1.1,0,1,minor_delays,0.357,5028.43,0
34,male,88507.28,7375.61,employed,5.2,11288.1,4620.44,4314.06,18954.44,business,36,2,15.3,0,1,irregular,0.702,8275.01,1
26,male,92162.41,7680.2,contract,2.8,0.0,6758.49,4846.26,21826.39,debt_consolidation,12,2,6.5,0,0,minor_delays,0.088,0.0,1
40,female,89197.36,7433.11,unemployed,0.8,20190.09,6416.76,1704.16,16984.55,education,36,4,16.0,0,2,consistent,0.38,14836.02,1
62,male,49783.5,4148.63,employed,11.2,13506.08,1890.17,4435.19,1851.21,auto,48,0,44.4,0,1,consistent,0.48,9763.26,1
28,female,57663.83,4805.32,employed,7.5,8036.61,3561.29,4560.18,13257.06,debt_consolidation,60,0,4.5,0,1,minor_delays,0.391,2987.06,1
21,male,81493.9,6791.16,contract,5.4,28333.2,3207.71,647.56,23673.24,personal,36,2,0.0,0,1,minor_delays,0.495,23732.88,1
26,female,72178.9,6014.91,self_employed,3.2,0.0,4927.91,5960.12,9631.29,medical,24,6,3.8,0,1,minor_delays,0.354,0.0,1
45,male,51765.43,4313.79,employed,6.7,32728.44,3072.98,1547.93,24400.59,business,24,2,24.2,0,0,consistent,0.246,8501.55,0
34,female,19904.13,1658.68,student,9.5,12732.72,858.61,13156.89,17348.9,education,24,2,16.9,0,1,minor_delays,0.355,7647.81,0
44,male,64960.76,5413.4,employed,2.2,16810.22,2663.39,3116.51,14604.86,business,60,2,22.3,0,1,consistent,0.528,8218.53,1
22,female,90054.25,7504.52,unemployed,5.5,8259.47,4464.13,5049.51,30135.58,debt_consolidation,60,1,0.9,0,0,consistent,0.685,4308.42,1
36,female,30862.7,2571.89,student,9.0,0.0,2074.0,6383.82,500.0,business,60,2,12.9,0,1,minor_delays,0.53,0.0,1
40,male,78607.74,6550.65,unemployed,0.0,11324.68,5265.49,727.36,9571.47,debt_consolidation,60,3,23.3,0,1,consistent,0.254,6199.15,1
41,male,70620.08,5885.01,employed,5.3,17016.94,2171.71,9923.26,30556.72,personal,24,2,19.6,1,0,consistent,0.459,7639.27,0
47,male,81503.85,6791.99,employed,3.8,21114.71,3547.48,13421.94,37130.54,home,48,1,25.4,0,0,consistent,0.722,11063.9,1
58,male,84671.36,7055.95,employed,5.0,10623.6,4170.24,2668.91,42145.92,business,48,2,45.0,0,1,irregular,0.276,6175.55,1
43,female,43943.9,3661.99,contract,3.5,0.0,2504.0,5602.76,17553.91,debt_consolidation,36,1,21.4,0,1,irregular,0.586,0.0,0
61,male,19959.06,1663.25,employed,6.1,0.0,723.9,4526.27,22036.87,auto,36,2,39.0,0,1,consistent,0.345,0.0,1
46,female,48128.49,4010.71,employed,13.2,37624.24,2170.24,3221.83,25991.71,debt_consolidation,48,4,26.1,1,0,irregular,0.399,11041.25,1
33,female,85117.31,7093.11,employed,4.2,0.0,6063.12,5001.39,31025.83,home,60,0,13.3,0,1,irregular,0.457,0.0,0
31,male,47907.9,3992.32,employed,6.7,30124.59,2481.76,9267.1,20444.01,auto,24,3,12.7,0,2,minor_delays,0.221,16041.04,0
36,not_specified,43954.87,3662.91,contract,13.5,1790.96,2835.68,2930.61,27187.64,business,60,2,13.2,1,1,irregular,0.893,1065.09,0
49,female,14644.89,1220.41,retired,3.3,10810.53,764.37,2715.4,22057.51,home,60,3,27.0,0,2,minor_delays,0.558,6803.8,1
32,female,107568.84,8964.07,employed,12.8,20502.5,5513.26,15334.32,22744.46,debt_consolidation,60,5,13.8,1,0,consistent,0.466,8034.6,0
64,male,83468.55,6955.71,employed,5.5,3157.67,4900.28,695.62,6897.94,business,12,5,45.0,0,1,consistent,0.376,2063.26,1
44,not_specified,82017.3,6834.77,self_employed,12.6,32106.58,3402.61,5296.75,13378.65,debt_consolidation,36,1,32.2,0,0,consistent,0.627,17561.28,1
62,female,87160.86,7263.41,employed,8.5,13908.74,3576.41,7149.06,11249.54,education,48,2,42.1,0,1,consistent,0.336,7609.79,1
53,male,76994.42,6416.2,employed,6.7,18530.21,5863.97,13400.48,3922.15,business,36,1,37.8,1,0,consistent,0.431,11409.7,1
37,female,55647.45,4637.29,employed,5.2,9788.72,3920.02,14975.66,500.0,education,12,2,17.1,0,2,consistent,0.337,6152.06,0
31,female,57742.13,4811.84,employed,3.0,20904.64,3707.62,1719.69,12340.1,personal,60,1,11.2,0,0,consistent,0.127,13208.14,1
56,female,50883.33,4240.28,employed,5.8,31945.51,1815.57,15115.21,14097.29,home,12,4,39.9,0,1,consistent,0.43,24963.07,1
36,male,130503.26,10875.27,self_employed,9.1,11424.57,3993.71,12271.06,18155.41,auto,36,0,10.8,0,0,consistent,0.432,6279.52,1
32,male,76453.71,6371.14,unemployed,5.4,33756.55,2866.92,884.2,23113.12,business,72,2,10.9,0,0,minor_delays,0.505,28987.63,1
65,male,49941.19,4161.77,unemployed,4.2,5660.85,3681.11,8732.33,19069.34,auto,36,4,44.6,0,1,consistent,0.322,4882.43,1
44,female,74102.92,6175.24,self_employed,4.5,22169.15,5034.58,2909.1,14173.98,business,60,2,21.1,1,0,consistent,0.097,9638.14,1
23,female,35717.41,2976.45,employed,9.5,18869.37,1929.2,6228.35,6933.61,personal,36,4,4.0,0,1,consistent,0.217,15413.95,0
44,male,101117.17,8426.43,unemployed,10.4,177.02,7602.37,5344.87,26647.76,auto,36,0,20.1,0,0,minor_delays,0.478,87.56,0
43,male,44812.2,3734.35,self_employed,2.8,15565.72,1619.03,13712.83,15879.96,medical,24,1,19.7,0,1,consistent,0.35,13729.12,1
62,female,75028.22,6252.35,employed,2.8,13088.39,4181.05,2573.81,12228.31,business,36,2,44.8,0,0,consistent,0.408,11114.43,1
55,male,89715.42,7476.28,employed,7.0,2761.69,3397.5,4430.02,14949.0,education,36,2,31.9,0,0,consistent,0.609,1401.98,1
30,female,72003.98,6000.33,contract,11.6,17296.03,3148.16,2498.97,8939.81,home,60,3,10.4,0,2,minor_delays,0.567,7690.04,1
28,male,64456.22,5371.35,contract,10.1,14755.47,4758.36,25802.49,11162.59,home,60,2,6.5,0,0,consistent,0.148,10036.92,1
49,male,62280.85,5190.07,employed,0.5,12128.96,4385.19,159.5,10812.96,personal,12,0,29.9,1,0,poor,0.766,5546.46,0
23,female,60532.53,5044.38,employed,4.4,12177.07,2058.23,8778.53,13839.29,medical,24,5,0.5,0,1,consistent,0.82,8064.36,0
36,male,47005.84,3917.15,employed,1.8,11919.88,1928.18,58092.8,24213.3,auto,48,3,20.1,0,0,consistent,0.18,5899.58,1
27,male,50313.43,4192.79,self_employed,4.4,8587.6,2888.28,6166.02,21478.23,auto,36,2,9.0,0,1,minor_delays,0.104,4734.47,1
21,male,100469.35,8372.45,employed,11.9,14678.01,3223.15,9133.88,34014.11,debt_consolidation,36,2,3.9,0,0,consistent,0.731,6826.78,1
65,male,59178.05,4931.5,employed,0.0,5273.03,3272.29,18579.7,30329.02,debt_consolidation,36,2,43.2,0,0,irregular,0.5,3995.32,1
25,not_specified,41569.3,3464.11,employed,0.0,44881.71,2366.54,2352.4,38520.64,debt_consolidation,36,3,3.5,0,0,minor_delays,0.198,27869.83,0
21,female,48576.26,4048.02,contract,2.2,0.0,2088.18,742.13,23150.74,personal,36,2,0.0,1,1,minor_delays,0.458,0.0,0
65,female,90609.64,7550.8,employed,6.6,5983.17,3904.37,1726.52,22974.16,debt_consolidation,12,1,44.3,0,1,irregular,0.253,4634.85,0
30,male,79565.77,6630.48,employed,8.0,6931.09,3186.44,5720.23,11638.43,auto,48,2,10.8,0,0,consistent,0.121,5249.36,1
60,female,76568.56,6380.71,student,7.2,37485.92,5636.31,5247.53,26086.16,business,36,0,45.0,0,0,consistent,0.376,20867.23,1
22,male,55304.45,4608.7,employed,10.2,0.0,2634.6,9864.5,9782.71,business,36,2,2.6,0,0,consistent,0.914,0.0,1
28,female,76907.42,6408.95,employed,0.0,18111.07,4381.18,2625.12,824.99,education,36,1,7.5,0,0,minor_delays,0.585,8229.31,1
26,not_specified,45267.41,3772.28,employed,10.3,15980.73,1968.75,12643.97,33789.56,home,24,2,0.0,0,0,irregular,0.529,9371.48,0
54,female,55250.04,4604.17,contract,4.3,17003.23,3455.51,1230.03,3259.0,home,60,1,35.1,0,2,consistent,0.213,6242.45,1
50,not_specified,87214.92,7267.91,employed,8.4,27836.12,2964.01,2066.85,21827.37,auto,48,2,27.2,0,1,consistent,0.352,20781.79,1
43,male,84731.22,7060.93,employed,0.2,27589.95,2759.67,3934.79,7316.35,business,60,0,21.8,0,2,minor_delays,0.728,9947.63,1
32,not_specified,36470.34,3039.2,employed,5.5,7588.52,2353.07,7681.63,29393.34,personal,36,2,10.4,0,1,minor_delays,0.061,3298.28,0
25,female,39756.31,3313.03,self_employed,6.4,15328.21,2531.82,1358.53,30892.45,auto,36,1,2.8,0,0,consistent,0.474,9854.78,0
48,female,64826.26,5402.19,employed,10.1,0.0,2706.77,17613.2,22820.96,education,36,1,23.3,0,1,consistent,0.298,0.0,1
32,female,106879.44,8906.62,employed,0.0,14189.12,4919.81,8853.19,30710.01,personal,36,2,11.0,0,0,consistent,0.39,6757.56,0
49,male,12195.31,1016.28,self_employed,5.6,3472.13,910.22,5493.5,17080.71,debt_consolidation,48,3,29.4,2,0,consistent,0.394,2531.14,0
53,female,69236.66,5769.72,self_employed,1.2,10763.41,2362.52,4800.75,41575.92,debt_consolidation,36,2,29.8,0,0,consistent,0.664,8948.52,1
61,male,26222.87,2185.24,self_employed,7.5,0.0,992.96,1943.11,25207.82,debt_consolidation,24,0,40.0,0,0,minor_delays,0.083,0.0,1
44,female,45507.39,3792.28,employed,8.6,17858.47,2256.87,1334.03,7093.93,personal,36,2,25.9,0,0,consistent,0.131,15021.28,1
21,male,52524.86,4377.07,retired,10.6,0.0,2235.79,7383.85,17765.67,home,12,3,3.3,0,0,irregular,0.538,0.0,1
34,male,51066.78,4255.57,self_employed,3.4,14779.42,3063.73,1952.59,15322.48,auto,36,2,14.7,0,3,consistent,0.055,7599.32,0
61,female,48121.31,4010.11,contract,9.2,0.0,2982.09,2287.05,14245.34,auto,48,3,36.3,0,0,minor_delays,0.409,0.0,1
46,male,62187.38,5182.28,employed,10.9,2804.31,3368.7,19678.07,500.0,education,72,7,27.1,0,1,consistent,0.474,2100.01,1
50,female,48083.36,4006.95,employed,0.0,26856.79,2798.38,2741.84,21255.51,home,24,2,27.3,0,1,consistent,0.624,18202.79,0
42,not_specified,23976.11,1998.01,employed,7.9,20055.02,1192.91,1008.86,1756.72,debt_consolidation,12,0,22.8,0,1,consistent,0.197,9745.81,0
28,male,82276.61,6856.38,self_employed,9.3,26790.44,5371.43,1124.48,500.0,home,36,1,4.6,0,0,minor_delays,0.612,10370.25,1
64,female,81574.68,6797.89,employed,4.5,31716.73,2542.38,3886.19,13215.85,auto,24,2,40.8,0,1,minor_delays,0.491,14343.95,1
58,female,83922.53,6993.54,contract,0.7,3725.94,3695.03,4707.49,8685.17,home,48,3,41.2,0,0,minor_delays,0.27,2240.4,1
68,male,21940.9,1828.41,employed,9.3,30987.66,1353.25,1559.35,7523.09,debt_consolidation,12,2,45.0,0,2,consistent,0.376,18430.91,0
62,male,69771.87,5814.32,self_employed,0.7,0.0,3127.51,13699.61,500.0,debt_consolidation,72,3,43.0,0,0,consistent,0.814,0.0,1
34,not_specified,79575.45,6631.29,employed,4.8,21953.2,2617.8,7041.35,7640.73,debt_consolidation,60,2,12.0,0,0,poor,0.46,11408.38,1
33,female,35188.75,2932.4,employed,5.3,7079.95,1603.02,3770.74,15089.94,personal,36,4,9.6,0,2,consistent,0.45,4719.81,0
32,male,62238.5,5186.54,employed,8.4,1836.4,3918.7,6086.38,10024.31,debt_consolidation,60,2,10.6,1,1,consistent,0.501,1215.75,1
65,female,58977.07,4914.76,employed,3.0,20373.64,2061.89,1533.29,21260.78,home,48,1,44.9,0,1,consistent,0.272,14509.7,0
47,female,109895.92,9157.99,self_employed,2.8,24339.42,6987.91,10678.05,32319.27,debt_consolidation,72,2,23.8,0,2,minor_delays,0.355,21759.96,1
42,not_specified,112036.9,9336.41,employed,5.9,23983.22,7394.53,3403.47,22680.04,debt_consolidation,36,2,17.7,0,0,irregular,0.419,18261.3,1
67,male,18726.73,1560.56,employed,9.5,15578.32,1111.31,5307.81,28290.34,business,72,1,45.0,1,0,minor_delays,0.283,3548.05,0
49,female,126842.1,10570.18,employed,14.6,14583.49,5171.07,9276.83,29200.39,personal,24,3,25.3,0,0,consistent,0.239,11201.95,1
64,female,38204.13,3183.68,employed,0.0,19322.4,2575.65,1652.81,5792.53,home,36,2,43.1,0,0,minor_delays,0.427,17388.69,1
68,male,87497.51,7291.46,employed,6.8,16645.17,3443.26,163.47,21830.26,education,60,3,45.0,0,0,consistent,0.345,3770.84,1
24,female,87232.95,7269.41,contract,1.2,19496.27,6297.62,2538.56,27946.73,education,36,3,5.5,0,1,consistent,0.471,12049.28,1
38,male,36112.05,3009.34,employed,9.6,15447.99,2265.39,15135.5,12204.43,business,24,0,19.3,0,1,consistent,0.49,9571.35,0
56,male,74824.96,6235.41,self_employed,1.7,23113.41,2376.88,1801.7,8303.11,medical,12,4,31.1,1,0,poor,0.409,13115.45,0
60,male,59204.12,4933.68,employed,2.8,0.0,3974.54,6642.81,22834.47,debt_consolidation,24,2,42.0,0,0,minor_delays,0.483,0.0,1
28,female,76412.58,6367.72,employed,3.1,11424.72,4066.85,9349.83,702.08,debt_consolidation,36,3,9.0,0,1,consistent,0.464,8797.32,1
36,male,67997.48,5666.46,employed,5.2,0.0,3445.26,1911.3,5031.95,auto,36,2,15.9,0,0,consistent,0.29,0.0,1
47,male,93104.83,7758.74,employed,6.8,16320.42,4575.26,9875.18,9665.68,auto,36,1,25.4,0,0,irregular,0.202,4440.78,1
59,male,63960.39,5330.03,employed,7.4,32703.16,3708.53,19600.04,21955.66,home,60,3,35.9,0,0,minor_delays,0.603,10354.16,0
26,male,57635.27,4802.94,employed,5.5,7310.98,3664.69,571.9,19408.04,personal,12,2,2.6,1,2,consistent,0.522,6000.16,1
49,male,90497.67,7541.47,contract,0.2,14527.02,6491.0,3383.88,28356.08,debt_consolidation,60,2,32.2,0,0,poor,0.453,3906.12,1
35,female,77090.3,6424.19,employed,8.4,22077.84,3247.93,453.8,6859.43,personal,36,5,14.7,0,0,minor_delays,0.272,14401.84,1
31,female,81027.15,6752.26,self_employed,5.3,0.0,4791.02,13339.61,6269.8,auto,48,3,11.8,0,1,consistent,0.588,0.0,1
45,female,44720.75,3726.73,employed,10.1,6734.67,2762.31,9340.2,22763.03,medical,48,2,21.8,0,1,minor_delays,0.45,2375.21,0
40,male,34823.17,2901.93,student,2.7,17374.19,2131.86,1719.87,8214.66,home,60,3,19.1,1,0,minor_delays,0.396,6269.4,0
51,female,47239.22,3936.6,employed,0.0,0.0,2484.04,6484.77,10361.46,auto,24,3,26.1,0,1,consistent,0.12,0.0,1
36,male,45858.64,3821.55,employed,5.4,1278.3,2189.3,3490.94,500.0,business,36,0,16.4,0,1,consistent,0.253,631.55,1
60,female,82441.18,6870.1,employed,10.7,26210.3,5389.98,2153.39,20199.31,auto,60,0,39.2,0,2,minor_delays,0.414,14406.0,1
24,male,87375.59,7281.3,unemployed,6.1,25035.96,3793.6,7967.1,33954.2,medical,48,2,1.6,0,2,consistent,0.626,11967.39,1
62,male,57966.61,4830.55,self_employed,4.7,17491.82,2263.55,1987.4,5677.82,auto,24,2,36.1,0,1,irregular,0.507,5741.43,1
22,female,99203.89,8266.99,employed,2.0,23586.37,5465.5,3497.64,28238.74,debt_consolidation,48,0,4.7,0,1,irregular,0.404,11970.09,0
56,female,97580.2,8131.68,employed,12.5,15581.25,4086.48,1855.14,16346.62,education,60,2,37.7,0,1,minor_delays,0.26,6053.68,1
37,female,68328.37,5694.03,contract,1.4,19664.74,2100.77,7482.21,500.0,auto,36,2,14.8,1,1,minor_delays,0.228,8064.78,1
39,male,40630.81,3385.9,student,2.6,9212.16,1284.6,2160.8,7158.0,business,48,1,19.8,0,2,minor_delays,0.82,3143.21,0
21,male,102959.79,8579.98,employed,7.8,14389.75,6402.01,3118.22,6478.86,home,60,1,0.0,1,2,consistent,0.242,9188.97,0
54,male,60413.55,5034.46,employed,0.0,5411.56,4554.64,5123.81,13518.19,business,36,0,34.6,1,0,consistent,0.42,2168.95,1
28,female,65280.3,5440.02,employed,10.6,28161.8,3313.91,2478.49,21614.66,business,24,0,6.4,0,1,minor_delays,0.362,8898.05,1
52,not_specified,53170.27,4430.86,employed,8.0,31258.71,1922.22,3600.33,37338.15,personal,36,1,30.0,0,1,consistent,0.503,23940.95,1
55,female,38865.45,3238.79,employed,9.1,29558.95,2643.85,29970.35,1257.4,home,48,2,36.5,0,2,minor_delays,0.045,17827.02,1
61,male,23815.37,1984.61,employed,7.7,8102.69,990.36,4377.14,11667.45,debt_consolidation,36,1,32.9,1,1,consistent,0.616,6492.04,0
54,male,78454.58,6537.88,employed,4.9,1554.71,5998.55,3145.4,7144.21,auto,48,0,38.5,1,1,minor_delays,0.234,1161.38,1
35,female,41631.57,3469.3,self_employed,1.2,28323.68,2328.11,6440.63,3052.23,business,36,2,13.0,0,0,irregular,0.639,13036.64,0
56,female,141547.81,11795.65,employed,4.9,19526.89,5692.59,10993.84,18049.92,auto,60,6,38.5,0,1,minor_delays,0.368,11582.76,1
60,female,33762.09,2813.51,employed,1.6,16943.01,1780.17,7437.19,17016.28,medical,60,3,43.7,0,1,consistent,0.575,15094.47,1
36,male,29308.06,2442.34,unemployed,7.4,5396.41,1321.71,15418.55,500.0,personal,60,1,7.7,0,3,minor_delays,0.658,2431.72,0
26,male,75263.61,6271.97,employed,8.7,18107.97,4981.82,9770.59,17199.66,personal,36,0,9.6,0,2,irregular,0.238,6657.44,0
63,male,101762.15,8480.18,employed,11.4,0.0,3479.55,2318.64,3740.64,debt_consolidation,24,2,44.6,1,0,consistent,0.275,0.0,1
28,male,63679.33,5306.61,employed,7.0,20608.75,4449.55,3019.55,17130.1,debt_consolidation,48,2,8.6,0,2,minor_delays,0.804,17681.24,0
49,female,76878.3,6406.53,employed,9.2,29546.64,5044.38,861.15,30964.46,home,12,3,26.2,0,1,consistent,0.571,11071.29,1
32,female,14067.77,1172.31,employed,4.3,32572.55,985.89,10826.52,22093.75,personal,36,2,17.3,0,2,consistent,0.478,27665.01,0
27,male,44384.7,3698.72,employed,3.6,21502.29,3181.45,452.94,18952.69,education,12,1,2.5,1,0,consistent,0.223,13208.45,0
58,female,34085.99,2840.5,employed,7.4,0.0,1366.2,12052.37,11183.58,debt_consolidation,36,4,36.8,0,1,consistent,0.451,0.0,1
27,female,12728.81,1060.73,employed,4.0,15367.96,686.27,3285.89,17735.54,auto,48,3,7.0,0,1,consistent,0.645,7379.02,0
53,female,65041.49,5420.12,student,6.6,38676.18,4522.85,7863.94,23195.8,personal,36,2,29.8,0,1,minor_delays,0.507,18454.89,0
54,male,12000.0,1000.0,employed,1.3,2576.66,565.11,1288.76,22105.83,debt_consolidation,36,3,37.1,0,0,consistent,0.56,1093.88,0
23,male,27622.9,2301.91,employed,2.0,12289.82,884.93,1767.59,15908.59,auto,24,3,2.5,0,1,consistent,0.488,8733.1,0
29,female,48032.96,4002.75,student,8.0,29962.29,2066.34,20046.02,19391.14,business,36,4,8.9,1,3,minor_delays,0.789,21486.84,0
59,male,40386.57,3365.55,employed,9.0,20405.61,1642.03,9527.86,2517.82,debt_consolidation,36,1,39.6,0,0,consistent,0.414,11669.09,1
45,not_specified,72306.62,6025.55,employed,1.6,42761.88,5097.23,1415.61,8922.3,auto,60,0,25.8,0,0,minor_delays,0.297,21990.53,0
26,male,69945.08,5828.76,employed,8.2,4205.57,3581.14,1398.4,24783.16,personal,60,3,6.1,0,1,minor_delays,0.37,2712.33,1
68,female,85238.77,7103.23,employed,3.4,1122.93,5253.69,11091.58,26262.36,debt_consolidation,72,1,40.9,0,2,consistent,0.511,610.86,1
33,male,81561.98,6796.83,student,5.6,27689.51,6106.33,2843.4,18029.58,business,24,2,12.2,1,0,poor,0.18,21512.46,0
21,male,91661.13,7638.43,student,11.2,0.0,3976.08,31259.16,33268.62,medical,36,6,0.0,0,2,consistent,0.141,0.0,1
65,female,61950.12,5162.51,contract,8.7,10638.78,4046.81,4117.56,22588.21,auto,36,2,44.7,0,1,poor,0.305,8849.62,1
21,male,69890.14,5824.18,employed,8.7,12212.24,2114.03,24979.86,14435.6,debt_consolidation,48,2,0.0,0,2,consistent,0.568,6926.15,1
47,not_specified,75299.36,6274.95,employed,13.1,25431.87,2568.63,2685.55,3582.72,business,48,2,24.4,0,0,irregular,0.646,14151.58,0
68,female,65683.07,5473.59,employed,2.7,20371.22,2420.77,13798.24,32826.07,home,60,2,42.5,0,2,consistent,0.321,9649.51,0
48,female,51672.95,4306.08,employed,1.6,18484.78,2273.95,1473.87,25473.49,home,36,3,27.2,0,1,poor,0.63,10584.36,1
49,female,53356.49,4446.37,retired,2.6,8170.83,2577.58,9348.51,36781.43,debt_consolidation,36,3,27.3,0,2,minor_delays,0.473,2894.35,0
39,male,40743.48,3395.29,employed,4.5,27580.05,2111.53,20038.07,40835.32,personal,72,3,21.7,0,0,irregular,0.678,15117.27,0
27,male,72962.04,6080.17,employed,0.0,61309.89,2978.3,4908.86,2843.66,education,36,1,4.8,1,2,consistent,0.415,29352.59,0
48,female,59555.61,4962.97,employed,4.7,21295.39,1924.35,2278.96,2872.33,debt_consolidation,60,2,29.2,0,1,minor_delays,0.366,8641.51,1
64,female,44757.48,3729.79,contract,3.3,14196.07,2745.83,4853.02,500.0,home,48,3,45.0,0,0,consistent,0.404,4947.83,0
25,male,44781.63,3731.8,self_employed,8.6,0.0,1356.46,2131.6,27101.98,medical,24,0,4.4,0,2,minor_delays,0.595,0.0,0
63,male,30529.63,2544.14,employed,6.9,5350.22,2064.31,11415.9,24221.31,education,60,1,37.0,1,0,consistent,0.182,4254.08,0
40,male,87449.87,7287.49,self_employed,3.1,10435.48,6410.21,560.3,18075.57,home,60,2,21.3,0,0,irregular,0.229,5630.8,1
46,female,64044.06,5337.0,employed,7.9,6584.8,4028.96,1269.81,3512.53,business,60,1,23.8,1,0,consistent,0.34,2383.85,1
28,male,39567.2,3297.27,self_employed,8.4,12807.07,2274.12,1230.73,16020.63,debt_consolidation,24,3,6.1,0,1,consistent,0.421,6599.01,1
50,female,83022.24,6918.52,employed,2.4,34336.19,5012.47,4820.06,19031.76,debt_consolidation,24,2,26.8,0,0,poor,0.446,29115.32,1
